AU,worked_at_home,did_not_go_to_work_today,drove_private_car_truck_van,drove_company_car_truck_van,passenger_car_truck_van,bus,train,motorcycle_powercycle,bicycle,walked_jogged,other,total_stated,total_went_to_work,not_elsewhere_included,total
609600,9,24,90,21,18,..C,..C,..C,..C,24,..C,189,156,6,195
609700,21,33,123,30,..C,..C,..C,..C,15,45,..C,270,219,12,285
609800,9,33,129,21,12,..C,..C,..C,..C,27,..C,234,192,18,252
609911,18,15,99,39,9,..C,..C,..C,..C,..C,..C,186,156,..C,192
609912,69,81,414,159,30,..C,..C,..C,..C,9,..C,777,627,21,795
609913,9,9,57,18,..C,..C,..C,..C,..C,..C,..C,99,78,..C,102
609914,33,42,213,63,12,..C,..C,..C,..C,..C,..C,372,297,15,390
609921,15,27,102,36,6,..C,..C,..C,..C,..C,..C,189,147,9,198
609922,63,171,831,258,63,6,..C,6,33,15,9,1455,1224,27,1482
610010,66,36,159,66,9,..C,..C,6,..C,..C,..C,345,249,15,357
610020,393,57,216,111,6,..C,..C,84,..C,45,..C,924,474,45,969
610031,120,30,75,39,12,..C,..C,33,..C,9,..C,321,171,21,342
610032,318,102,330,108,12,..C,..C,48,..C,24,9,957,540,39,999
610033,189,39,156,51,6,..C,..C,15,..C,18,..C,483,252,24,504
610040,531,132,543,216,27,..C,..C,144,..C,39,12,1650,987,81,1734
610051,291,102,426,141,18,..C,..C,72,..C,24,9,1086,696,54,1140
610052,30,33,174,54,..C,..C,..C,..C,..C,..C,..C,306,243,15,321
610061,306,66,321,111,18,..C,..C,78,..C,18,9,924,555,48,972
610062,27,33,183,63,6,..C,..C,..C,..C,..C,..C,321,258,..C,324
610072,294,87,303,78,18,..C,..C,108,..C,30,15,936,555,51,987
610073,21,18,84,15,..C,..C,..C,..C,..C,6,..C,150,114,12,162
610074,51,51,237,63,12,..C,..C,9,..C,6,..C,438,336,18,459
610075,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
610080,405,105,246,63,15,..C,..C,54,..C,21,..C,909,402,57,966
610090,12,33,207,66,21,..C,..C,6,..C,12,..C,357,315,..C,360
610210,33,90,408,129,27,..C,..C,..C,9,66,6,768,648,24,795
610220,30,90,399,93,27,..C,..C,..C,15,33,..C,696,576,39,735
610230,24,30,135,27,12,..C,..C,..C,9,48,..C,285,234,15,297
610240,48,156,723,213,75,..C,..C,..C,27,81,..C,1329,1125,42,1368
610250,12,42,195,48,21,..C,..C,..C,6,36,..C,366,309,15,378
610400,27,66,327,60,60,..C,..C,..C,15,39,..C,606,513,48,657
610500,45,105,516,162,54,12,..C,..C,24,87,6,1017,864,39,1056
610601,51,186,1041,228,105,12,..C,15,30,42,..C,1713,1479,45,1758
610602,51,111,588,186,60,9,..C,6,18,30,9,1071,906,33,1104
610700,60,201,1236,321,108,15,..C,6,39,54,12,2049,1788,39,2088
610800,72,204,1011,288,120,9,..C,12,63,147,15,1941,1668,54,2001
610900,54,165,810,213,87,12,..C,9,54,111,9,1527,1308,42,1569
611001,42,99,618,123,63,6,..C,6,27,42,12,1038,894,27,1065
611002,36,126,642,141,72,6,..C,9,24,33,..C,1092,930,39,1128
611100,51,165,723,177,90,..C,..C,9,30,96,12,1353,1140,51,1404
611210,18,36,108,12,15,6,..C,..C,12,93,..C,306,249,24,327
611220,36,84,288,36,48,..C,..C,6,24,81,6,609,489,60,666
611300,..C,6,9,..C,..C,..C,..C,..C,..C,12,..C,36,27,..C,39
611400,33,123,552,114,69,..C,..C,9,21,60,6,990,834,45,1035
611500,42,180,726,171,93,9,..C,9,27,36,..C,1296,1077,39,1332
611601,33,168,816,138,114,15,..C,..C,18,36,6,1347,1146,51,1398
611602,24,132,567,102,81,6,..C,6,15,51,9,999,837,60,1056
611700,36,93,414,48,63,9,..C,..C,24,33,..C,729,600,48,777
611800,39,186,978,174,102,12,..C,18,15,39,12,1572,1350,78,1653
611900,..C,18,75,21,9,..C,..C,..C,..C,..C,..C,135,114,6,144
612100,33,105,456,75,36,..C,..C,6,6,72,12,804,666,66,870
612200,12,9,48,15,9,..C,..C,..C,..C,12,..C,108,87,15,123
612300,..C,9,36,9,15,..C,..C,..C,..C,6,..C,81,72,9,93
612400,93,132,390,138,30,..C,..C,..C,105,189,30,1116,891,63,1179
612500,18,27,90,30,24,..C,..C,..C,9,24,..C,228,183,12,243
612600,12,33,159,57,15,..C,..C,..C,..C,21,..C,303,258,15,318
612712,24,18,48,18,..C,..C,..C,..C,..C,9,6,132,90,9,141
612713,18,12,42,15,6,..C,..C,..C,..C,30,..C,120,93,9,129
612714,276,99,285,138,15,..C,..C,66,15,27,15,942,567,57,999
612715,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
612720,198,45,102,42,9,..C,..C,72,..C,15,6,489,246,30,519
612730,276,75,204,51,9,..C,..C,69,..C,21,6,717,363,54,774
612740,387,87,288,87,18,..C,..C,123,..C,27,..C,1032,555,57,1089
612801,12,21,93,21,..C,..C,..C,..C,..C,15,..C,171,138,6,180
612802,36,69,273,63,21,..C,..C,..C,..C,12,..C,486,381,18,504
612901,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
612902,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
612903,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
613000,33,33,60,21,..C,..C,..C,..C,..C,42,24,216,153,15,231
614001,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
614002,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
614502,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
614503,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
614504,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
614601,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
614602,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
614700,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
614800,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
615101,..C,..C,9,..C,..C,..C,..C,..C,..C,..C,..C,15,15,..C,15
615102,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
615301,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
615302,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
615800,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
615900,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
616001,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,9,..C,..C,9
616002,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
616100,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
616200,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
616300,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
616400,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617000,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617101,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617102,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617200,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617400,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617501,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617502,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617503,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617602,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617604,..C,..C,6,..C,..C,..C,..C,..C,..C,..C,..C,6,6,..C,9
617605,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617606,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617702,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617703,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617704,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617800,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617901,9,6,36,21,..C,..C,..C,..C,..C,..C,12,99,84,..C,102
617902,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
617903,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,15,6,..C,18
618300,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
618400,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
618500,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619000,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619101,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619102,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619201,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619202,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619301,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619302,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619303,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619400,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619500,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619701,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619702,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
619900,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
620000,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
620400,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
620901,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
620903,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
620904,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
621401,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
621402,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
621500,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
622000,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
622101,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
622102,..C,..C,9,..C,..C,..C,..C,..C,..C,6,..C,24,21,..C,27
622201,..C,..C,6,..C,..C,..C,..C,..C,..C,..C,..C,18,12,..C,15
622202,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
622700,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
623801,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
623803,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
623804,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
623805,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
623806,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
623900,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,6,..C,..C,9
624100,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
624600,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
625101,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
625102,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
625103,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,9,6,..C,9
625200,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
625300,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
625800,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
625901,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
625902,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
626000,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
626100,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
626500,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
626601,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
626602,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
626700,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
626801,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
626802,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
626900,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
627000,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
627201,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
627203,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
627204,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
