auc,aud,dhbc,dhbd,tac,tad,rcc,rcd
526701,Onewhero                          ,04,Counties Manukau                  ,013,Waikato District                  ,03,Waikato Region          
526702,Te Akau                           ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
526900,Te Kauwhata                       ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527004,Matangi                           ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527005,Sylvester                         ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
527006,Flagstaff                         ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
527007,Horsham Downs                     ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
527008,Rototuna                          ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
527009,Huntington                        ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
527111,Whitikahu                         ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527112,Taupiri Community                 ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527122,Gordonton                         ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527123,Kainui                            ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527124,Newstead                          ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
527125,Eureka                            ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527131,Tamahere-Tauwhare                 ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527133,Hautapu                           ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527134,Swayne                            ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527210,Waerenga                          ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527221,Maramarua                         ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527222,Meremere                          ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527401,Huntly West                       ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527402,Huntly East                       ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527501,Cambridge North                   ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527502,Cambridge West                    ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527503,Cambridge Central                 ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527504,Leamington West                   ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527505,Leamington East                   ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527600,Ohaupo                            ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527700,Kihikihi                          ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527810,Peacocke                          ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
527820,Temple View                       ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
527912,Te Kowhai                         ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527913,Whatawhata                        ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527914,Ngahinapouri                      ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527915,Lake Cameron                      ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527916,Horotiu                           ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
527917,Te Rapa North                     ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
527921,Te Rore                           ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527922,Pirongia                          ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527923,Pokuru                            ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527924,Lake Ngaroto                      ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527925,Tokanui                           ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527931,Pukerimu                          ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527932,Kaipaki                           ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527934,Rotoorangi                        ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527935,Te Rahu                           ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527936,Kihikihi Flat                     ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
527937,Allen Road                        ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
528000,Rotongata                         ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
528200,Ngaruawahia                       ,05,Waikato                           ,013,Waikato District                  ,03,Waikato Region          
528310,Bryant                            ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528320,Pukete                            ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528402,Pukete West                       ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528403,Te Rapa                           ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528405,Burbush                           ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528406,Rotokauri                         ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528501,Nawton                            ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528503,Crawshaw                          ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528504,Grandview                         ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528505,Brymer                            ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528601,Dinsdale North                    ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528602,Dinsdale South                    ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528700,Beerescourt                       ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528800,Maeroa                            ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
528900,Frankton Junction                 ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529000,Swarbrick                         ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529100,Hamilton Lake                     ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529200,Melville                          ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529300,Glenview                          ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529401,Queenwood                         ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529402,Chedworth                         ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529501,Porritt                           ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529502,Insoll                            ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529503,Fairview Downs                    ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529600,Chartwell                         ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529700,Hamilton Central                  ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529800,Clarkin                           ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
529900,Claudelands                       ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
530000,Enderley                          ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
530100,Peachgrove                        ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
530200,Hamilton East                     ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
530300,Naylor                            ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
530400,Bader                             ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
530500,University                        ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
530600,Silverdale                        ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
530700,Hillcrest West                    ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
530800,Riverlea                          ,05,Waikato                           ,016,Hamilton City                     ,03,Waikato Region          
531001,Te Awamutu West                   ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
531002,Te Awamutu Central                ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
531003,Te Awamutu East                   ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
531004,Te Awamutu South                  ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
531100,Kawhia Community                  ,05,Waikato                           ,018,Otorohanga District               ,03,Waikato Region          
531200,Otorohanga                        ,05,Waikato                           ,018,Otorohanga District               ,03,Waikato Region          
531301,Otorohanga Rural West             ,05,Waikato                           ,018,Otorohanga District               ,03,Waikato Region          
531303,Te Kawa                           ,05,Waikato                           ,018,Otorohanga District               ,03,Waikato Region          
531304,Otorohanga Rural East             ,05,Waikato                           ,018,Otorohanga District               ,03,Waikato Region          
531500,Piopio                            ,05,Waikato                           ,020,Waitomo District                  ,03,Waikato Region          
531600,Taharoa                           ,05,Waikato                           ,020,Waitomo District                  ,03,Waikato Region          
531710,Mahoenui                          ,05,Waikato                           ,020,Waitomo District                  ,03,Waikato Region          
531720,Marokopa                          ,05,Waikato                           ,020,Waitomo District                  ,03,Waikato Region          
531731,Waipa Valley                      ,05,Waikato                           ,020,Waitomo District                  ,03,Waikato Region          
531732,Tiroa                             ,05,Waikato                           ,020,Waitomo District                  ,08,Manawatu-Wanganui Region
531800,Mokauiti                          ,05,Waikato                           ,020,Waitomo District                  ,03,Waikato Region          
532000,Te Kuiti                          ,05,Waikato                           ,020,Waitomo District                  ,03,Waikato Region          
532200,Omori                             ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
532300,Owhango                           ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
532400,Ohura                             ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
532501,Ngapuke                           ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
532502,Kuratau                           ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
532601,Raurimu                           ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
532602,National Park                     ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
532700,Otangiwai-Heao                    ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
532901,Tarrangower                       ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
532902,Taumarunui Central                ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
532903,Sunshine-Hospital Hill            ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
532904,Manunui                           ,05,Waikato                           ,036,Ruapehu District                  ,08,Manawatu-Wanganui Region
533000,Whitianga                         ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533100,Coromandel                        ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533200,Te Rerenga                        ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533300,Whangamata                        ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533400,Tairua                            ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533501,Moanataiari                       ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533502,Parawai                           ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533602,Pauanui Beach                     ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533603,Hikuai                            ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533604,Te Puru-Thornton Bay              ,05,Waikato                           ,011,Thames-Coromandel District        ,03,Waikato Region          
533800,Ngatea                            ,05,Waikato                           ,012,Hauraki District                  ,03,Waikato Region          
533901,Hauraki Plains                    ,05,Waikato                           ,012,Hauraki District                  ,03,Waikato Region          
533902,Turua                             ,05,Waikato                           ,012,Hauraki District                  ,03,Waikato Region          
533903,Kerepehi                          ,05,Waikato                           ,012,Hauraki District                  ,03,Waikato Region          
534100,Waihi Beach                       ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
534200,Ohinemuri                         ,05,Waikato                           ,012,Hauraki District                  ,03,Waikato Region          
534300,Paeroa                            ,05,Waikato                           ,012,Hauraki District                  ,03,Waikato Region          
534400,Waihi                             ,05,Waikato                           ,012,Hauraki District                  ,03,Waikato Region          
534500,Tahuroa                           ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
534602,Waitoa                            ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
534603,Springdale                        ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
534604,Waihou-Walton                     ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
534800,Te Aroha                          ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
534901,Morrinsville West                 ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
534902,Morrinsville East                 ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
535000,Waharoa                           ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
535100,Tirau                             ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535211,Mangakaretu                       ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535212,Kinleith                          ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535220,Okauia                            ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
535231,Te Poi                            ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
535232,Tapapa                            ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535241,Karapiro                          ,05,Waikato                           ,017,Waipa District                    ,03,Waikato Region          
535242,Hinuera                           ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
535250,Arapuni                           ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535261,Lichfield                         ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535262,Wawa                              ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535310,Paraonui                          ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535320,Parkdale                          ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535330,Matarawa                          ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535340,Stanley Park                      ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535350,Tokoroa Central                   ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535360,Aotea                             ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535370,Strathmore                        ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535380,Amisfield                         ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535501,Matamata North                    ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
535502,Matamata South                    ,05,Waikato                           ,015,Matamata-Piako District           ,03,Waikato Region          
535600,Putaruru                          ,05,Waikato                           ,019,South Waikato District            ,03,Waikato Region          
535700,Athenree                          ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
535800,Katikati Community                ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
535900,Maketu Community                  ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536000,Omokoroa                          ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536201,Papamoa Beach East                ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536202,Palm Springs                      ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536203,Doncaster                         ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536400,Island View-Pios Beach            ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536503,Te Puna                           ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536505,Matapihi                          ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536512,Kairua                            ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536513,Bethlehem East                    ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536514,Bethlehem                         ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536515,Pacific View                      ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536516,Palm Beach                        ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536517,Gravatt                           ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536611,Matakana Island                   ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536614,Tahawai                           ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536615,Aongatete                         ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536620,Minden                            ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536630,Kaimai                            ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536641,Ohauiti-Ngapeke                   ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536642,Upper Papamoa                     ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536651,Paengaroa                         ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536653,Rangiuru                          ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536654,Pongakawa                         ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
536810,Mt Maunganui North                ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536821,Omanu                             ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536822,Tauranga City-Marinas             ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536831,Arataki                           ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
536832,Te Maunga                         ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537000,Matua                             ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537100,Bellevue                          ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537201,Otumoetai North                   ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537202,Otumoetai South                   ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537301,Brookfield                        ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537302,Te Reti                           ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537400,Judea                             ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537500,Gate Pa                           ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537601,Greerton                          ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537602,Pyes Pa                           ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537700,Yatton Park                       ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537800,Poike                             ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
537900,Hairini                           ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
538000,Maungatapu                        ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
538101,Tauranga Hospital                 ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
538102,Tauranga South                    ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
538201,Tauranga Central                  ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
538202,Sulphur Point                     ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
538301,Kaitemako                         ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
538302,Welcome Bay West                  ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
538303,Welcome Bay East                  ,07,Bay of Plenty                     ,023,Tauranga City                     ,04,Bay of Plenty Region    
538501,Te Puke West                      ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
538502,Te Puke East                      ,07,Bay of Plenty                     ,022,Western Bay of Plenty District    ,04,Bay of Plenty Region    
538601,Ngongotaha North                  ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538602,Ngongotaha South                  ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538721,Poets Corner                      ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538722,Ngapuna                           ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538731,Owhata South                      ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538732,Lynmore                           ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538741,Owhata West                       ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538742,Owhata East                       ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538811,Hamurana                          ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538820,Tikitere                          ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538831,Kaingaroa Forest                  ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538832,Tarawera                          ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538841,Golden Springs                    ,06,Lakes                             ,024,Rotorua District                  ,03,Waikato Region          
538842,Reporoa                           ,06,Lakes                             ,024,Rotorua District                  ,03,Waikato Region          
538850,Ngakuru                           ,06,Lakes                             ,024,Rotorua District                  ,03,Waikato Region          
538861,Arahiwi                           ,06,Lakes                             ,024,Rotorua District                  ,03,Waikato Region          
538863,Waiwhero                          ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
538864,Mamaku                            ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539000,Selwyn Heights                    ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539100,Western Heights                   ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539200,Fairy Springs                     ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539310,Pukehangi North                   ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539320,Pukehangi South                   ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539400,Mangakakahi                       ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539500,Sunnybrook                        ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539600,Fordlands                         ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539700,Utuhina                           ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539800,Pomare                            ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
539900,Hillcrest                         ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540000,Springfield                       ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540100,Kawaha Point                      ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540200,Koutu                             ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540300,Ohinemutu                         ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540410,Kuirau                            ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540420,Victoria                          ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540510,Glenholme East                    ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540520,Glenholme West                    ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540600,Fenton                            ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540700,Whaka                             ,06,Lakes                             ,024,Rotorua District                  ,04,Bay of Plenty Region    
540900,Mangakino                         ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541000,Turangi                           ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541311,Acacia Bay                        ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541312,Wairakei-Aratiatia                ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541313,Maunganamu                        ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541315,Taupo East                        ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541316,Wharewaka                         ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541317,Rangatira Park                    ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541318,Rangatira                         ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541319,Lakewood                          ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541320,Marotiri                          ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541333,Kinloch                           ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541334,Tatua                             ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541335,Oruanui                           ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541342,Rangitaiki                        ,06,Lakes                             ,021,Taupo District                    ,04,Bay of Plenty Region    
541344,Broadlands                        ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541345,Waitahanui                        ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541346,Tongariro                         ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541347,Motuoapa                          ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541348,Tokaanu                           ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541501,Rangipo                           ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541503,Taharua                           ,06,Lakes                             ,021,Taupo District                    ,06,Hawke's Bay Region      
541710,Nukuhau                           ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541720,Taupo Central                     ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541730,Tauhara                           ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541740,Hilltop                           ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541750,Waipahihi                         ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541760,Richmond Heights                  ,06,Lakes                             ,021,Taupo District                    ,03,Waikato Region          
541900,Ohope                             ,07,Bay of Plenty                     ,025,Whakatane District                ,04,Bay of Plenty Region    
542000,Matata                            ,07,Bay of Plenty                     ,025,Whakatane District                ,04,Bay of Plenty Region    
542100,Taneatua                          ,07,Bay of Plenty                     ,025,Whakatane District                ,04,Bay of Plenty Region    
542200,Edgecumbe                         ,07,Bay of Plenty                     ,025,Whakatane District                ,04,Bay of Plenty Region    
542300,Te Teko                           ,07,Bay of Plenty                     ,025,Whakatane District                ,04,Bay of Plenty Region    
542410,Whakatane North                   ,07,Bay of Plenty                     ,025,Whakatane District                ,04,Bay of Plenty Region    
542421,Coastlands                        ,07,Bay of Plenty                     ,025,Whakatane District                ,04,Bay of Plenty Region    
542422,Whakatane West                    ,07,Bay of Plenty                     ,025,Whakatane District                ,04,Bay of Plenty Region    
542430,Trident                           ,07,Bay of Plenty                     ,025,Whakatane District                ,04,Bay of Plenty Region    
